,Year,Day,Month,Client_Region,Month_Profit,Sales_rev,Kwh,Room_household,Active_kwh_month,Room_household
37,2019,2,Jan,Groningen,2000,7000,3.51,5,105.3,5
38,2019,2,Jan,Groningen,2000,7000,3.51,5,105.3,5
39,2019,2,Jan,Groningen,2000,7000,3.51,5,105.3,5
40,2019,2,Jan,Groningen,2000,7000,3.51,5,105.3,5
41,2019,2,Jan,Groningen,2000,7000,3.51,5,105.3,5
42,2019,2,Jan,Groningen,2000,7000,3.51,5,105.3,5
43,2019,2,Jan,Groningen,2000,7000,3.51,5,105.3,5
44,2019,2,Jan,Groningen,2000,7000,3.51,5,105.3,5
45,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
46,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
47,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
48,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
49,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
50,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
51,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
52,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
53,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
54,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
55,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
56,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
57,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
58,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
59,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
60,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
61,2019,2,Jan,Groningen,2000,7000,3.12,4,93.6,4
62,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
63,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
64,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
65,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
66,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
67,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
68,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
69,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
70,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
71,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
72,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
73,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
74,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
75,2019,3,Jan,Groningen,2500,5000,3.51,5,105.3,5
76,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
77,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
78,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
79,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
80,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
81,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
82,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
83,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
84,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
85,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
86,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
87,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
88,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
89,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
90,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
91,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
92,2019,3,Jan,Groningen,2500,5000,3.12,4,93.6,4
93,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
94,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
95,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
96,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
97,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
98,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
99,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
100,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
101,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
102,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
103,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
104,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
105,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
106,2019,4,Jan,Groningen,3400,4000,3.51,5,105.3,5
107,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
108,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
109,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
110,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
111,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
112,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
113,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
114,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
115,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
116,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
117,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
118,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
119,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
120,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
121,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
122,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
123,2019,4,Jan,Groningen,3400,4000,3.12,4,93.6,4
124,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
125,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
126,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
127,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
128,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
129,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
130,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
131,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
132,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
133,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
134,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
135,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
136,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
137,2019,5,Jan,Groningen,1000,3000,3.51,5,105.3,5
138,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
139,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
140,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
141,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
142,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
143,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
144,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
145,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
146,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
147,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
148,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
149,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
150,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
151,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
152,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
153,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
154,2019,5,Jan,Groningen,1000,3000,3.12,4,93.6,4
155,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
156,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
157,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
158,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
159,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
160,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
161,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
162,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
163,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
164,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
165,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
166,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
167,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
168,2019,6,Jan,Groningen,1250,1500,3.51,5,105.3,5
169,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
170,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
171,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
172,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
173,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
174,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
175,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
176,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
177,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
178,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
179,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
180,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
181,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
182,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
183,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
184,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
185,2019,6,Jan,Groningen,1250,1500,3.12,4,93.6,4
186,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
187,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
188,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
189,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
190,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
191,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
192,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
193,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
194,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
195,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
196,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
197,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
198,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
199,2019,7,Jan,Groningen,2500,3500,3.51,5,105.3,5
200,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
201,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
202,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
203,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
204,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
205,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
206,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
207,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
208,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
209,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
210,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
211,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
212,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
213,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
214,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
215,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
216,2019,7,Jan,Groningen,2500,3500,3.12,4,93.6,4
217,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
218,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
219,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
220,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
221,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
222,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
223,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
224,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
225,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
226,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
227,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
228,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
229,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
230,2019,8,Jan,Groningen,500,2500,3.51,5,105.3,5
231,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
232,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
233,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
234,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
235,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
236,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
237,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
238,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
239,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
240,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
241,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
242,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
243,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
244,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
245,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
246,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
247,2019,8,Jan,Groningen,500,2500,3.12,4,93.6,4
248,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
249,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
250,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
251,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
252,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
253,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
254,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
255,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
256,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
257,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
258,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
259,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
260,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
261,2019,9,Jan,Hague,1500,4500,3.51,5,105.3,5
262,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
263,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
264,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
265,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
266,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
267,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
268,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
269,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
270,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
271,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
272,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
273,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
274,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
275,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
276,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
277,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
278,2019,9,Jan,Hague,1500,4500,3.12,4,93.6,4
279,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
280,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
281,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
282,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
283,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
284,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
285,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
286,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
287,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
288,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
289,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
290,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
291,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
292,2019,10,Jan,Hague,-1500,1500,3.51,5,105.3,5
293,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
294,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
295,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
296,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
297,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
298,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
299,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
300,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
301,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
302,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
303,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
304,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
305,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
306,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
307,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
308,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
309,2019,10,Jan,Hague,-1500,1500,3.12,4,93.6,4
310,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
311,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
312,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
313,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
314,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
315,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
316,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
317,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
318,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
319,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
320,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
321,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
322,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
323,2019,11,Jan,Hague,1000,2000,3.51,5,105.3,5
324,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
325,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
326,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
327,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
328,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
329,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
330,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
331,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
332,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
333,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
334,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
335,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
336,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
337,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
338,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
339,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
340,2019,11,Jan,Hague,1000,2000,3.12,4,93.6,4
341,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
342,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
343,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
344,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
345,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
346,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
347,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
348,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
349,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
350,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
351,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
352,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
353,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
354,2019,12,Jan,Groningen,-2500,2500,3.51,5,105.3,5
355,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
356,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
357,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
358,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
359,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
360,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
361,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
362,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
363,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
364,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
365,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
366,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
367,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
368,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
369,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
370,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
371,2019,12,Jan,Groningen,-2500,2500,3.12,4,93.6,4
372,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
373,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
374,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
375,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
376,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
377,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
378,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
379,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
380,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
381,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
382,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
383,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
384,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
385,2019,13,Jan,Groningen,2500,5000,3.51,5,105.3,5
386,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
387,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
388,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
389,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
390,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
391,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
392,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
393,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
394,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
395,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
396,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
397,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
398,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
399,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
400,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
401,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
402,2019,13,Jan,Groningen,2500,5000,3.12,4,93.6,4
403,2019,14,Jan,Groningen,1900,2500,3.51,5,105.3,5
404,2019,14,Jan,Groningen,1900,2500,3.51,5,105.3,5
405,2019,14,Jan,Groningen,1900,2500,3.51,5,105.3,5
406,2019,14,Jan,Groningen,1900,2500,3.51,5,105.3,5
407,2019,14,Jan,Groningen,1900,2500,3.51,5,105.3,5
408,2019,14,Jan,Groningen,1900,2500,3.51,5,105.3,5
409,2019,14,Jan,Groningen,1900,2500,3.51,5,105.3,5
